X,Y,OBJECTID,Plant_Name,Utility_Na,sector_nam,City,County,StateName,Zip,Street_Add,PrimSource,Total_MW,source_des,tech_desc,GlobalID
-120.883331000425301,35.798575999582795,3122,Nacimiento Hydro Project,Monterey Cnty Water Res Agency,IPP Non-CHP,Bradley,San Luis Obispo,California,93426,10690 Nacimiento Lake Drive,hydroelectric,4,Hydroelectric = 4 MW,Conventional Hydroelectric,04f1df81-da91-4ad1-8c7f-922c2cf13be3
-71.594962000395981,43.285760999770389,3123,Penacook Lower Falls,Briar-Hydro Associates,IPP Non-CHP,Boscawen,Merrimack,New Hampshire,3303,Two Commercial Street,hydroelectric,4.6,Hydroelectric = 4.6 MW,Conventional Hydroelectric,d43abc5f-aba9-4446-8ac9-d194848a4a98
-75.016899999835061,43.185300000294831,3124,Newport Hydro,Eagle Creek RE LLC,IPP Non-CHP,Newport,Herkimer,New York,13416,Bridge St.,hydroelectric,1.7,Hydroelectric = 1.7 MW,Conventional Hydroelectric,9b2b0bc8-0c4e-4d54-9c8e-9f73eb3f5242
-86.798729999889531,33.568163999968704,3125,Sloss Industries Corp,"ERP Compliant Coke, LLC",Industrial CHP,Birmingham,Jefferson,Alabama,35207,3500 35th Avenue North,other,16,Other = 16 MW,Other Gases,16eaf650-e966-48f0-90d7-55e187fad409
-117.155023000111328,43.771895999700689,3126,Michell Butte Power Project,Owyhee Irrigation District,IPP Non-CHP,Nyssa,Malheur,Oregon,97913,Owyhee Lake Rd,hydroelectric,1.8,Hydroelectric = 1.8 MW,Conventional Hydroelectric,b3b93286-a1ef-48d0-8d6b-8114e97a31f4
-117.243740000300761,43.641602999578822,3127,Owyhee Dam Power Project,Owyhee Irrigation District,IPP Non-CHP,Nyssa,Malheur,Oregon,97913,1475 Owyhee Lake Rd,hydroelectric,2.9,Hydroelectric = 2.9 MW,Conventional Hydroelectric,ed182f10-869e-4fbb-8fca-c93a267c13fc
-117.23267399990516,43.642023000061442,3128,Tunnel 1 Power Project,Owyhee Irrigation District,IPP Non-CHP,Nyssa,Malheur,Oregon,97913,1475 Owyhee Lake Rd,hydroelectric,6.7,Hydroelectric = 6.7 MW,Conventional Hydroelectric,777f8bfa-338f-4acb-9edb-6d63ce8cbf12
-115.511948999946355,32.903826000169829,3129,Mesquite Lake Energy Park Plant 2,Mesquite Lake Energy Park,IPP Non-CHP,Imperial,Imperial,California,92251,3559 Highway 111,biomass,15.5,Biomass = 15.5 MW,Wood/Wood Waste Biomass,16f22850-b2df-4376-aa6f-52ca1e53acf5
-71.530000000299708,41.806900000035,3130,Ridgewood Providence Power,Rhode Island LFG Genco,IPP Non-CHP,Johnston,Providence,Rhode Island,2919,65 Shun Pike,biomass,6,Biomass = 6 MW,Landfill Gas,2dad12ea-5f63-458b-81d8-b41fc5583489
-86.236700000204792,41.709400000409744,3131,University of Notre Dame,University of Notre Dame,Commercial CHP,Notre Dame,St Joseph,Indiana,46556,100 Facilties Building,coal,28.2,"Coal = 16.4 MW, Natural Gas = 4.7 MW, Petroleum = 7.1 MW","Conventional Steam Coal; Natural Gas Steam Turbine; Petroleum Liquids",c0751271-59e4-4aca-a745-4fd4f259a96a
-76.476399999760133,42.44279999962032,3132,Cornell University Central Heat,Cornell University,Commercial CHP,Ithaca,Tompkins,New York,14853,Route 366,natural gas,32.7,"Natural Gas = 30.9 MW, Petroleum = 1.8 MW","Natural Gas Fired Combined Cycle; Petroleum Liquids;",fcea0972-be88-473b-88bf-345539a88784
-82.138800000019955,28.166300000344791,3133,"The Mosaic Company, Plant City Facility","The Mosaic Company, Plant City Facility",Industrial CHP,Plant City,Hillsborough,Florida,33565,10608 Paul Buchman Hwy,other,27.9,Other = 27.9 MW,All Other,2bb8f277-c74a-4cd7-bcb5-2e9ea4dae8c9
-76.877099999765164,40.265300000194884,3134,Paxton Creek Cogeneration,NRG Energy Center Paxton LLC,IPP CHP,Harrisburg,Dauphin,Pennsylvania,17105,9th & Walnut St,natural gas,12,Natural Gas = 12 MW,Natural Gas Internal Combustion Engine,dccc4f57-1a53-4bb5-bf04-17b35a85c60d
-118.624200000229791,34.261900000184937,3135,East Portal Generator,Calleguas Mun Water District,IPP Non-CHP,Chatsworth,Los Angeles,California,91311,w/o Devonshire and Larwin,hydroelectric,1.2,Hydroelectric = 1.2 MW,Conventional Hydroelectric,ef41fd00-d856-420a-a6ce-87a542519519
-117.331899999984955,47.682200000329829,3136,Upriver Dam Hydro Plant,City of Spokane,IPP Non-CHP,Spokane,Spokane,Washington,99212,2701 N Waterworks Avenue,hydroelectric,4.5,Hydroelectric = 4.5 MW,Conventional Hydroelectric,7a8ee15a-f2c7-4035-a997-4a41eef6d651
-118.254722000220113,46.088333000367754,3137,Twin Reservoirs,Walla Walla City of,IPP Non-CHP,Walla Walla,Walla Walla,Washington,99362,581 Mill Creek Road,hydroelectric,1.8,Hydroelectric = 1.8 MW,Conventional Hydroelectric,fdf79c48-5483-4fd2-908a-9fb0141d5269
-71.567899999785141,43.016800000020055,3138,Gregg Falls,Eagle Creek RE LLC,IPP Non-CHP,Goffstown,Hillsborough,New Hampshire,3045,55 Mast Rd,hydroelectric,3.4,Hydroelectric = 3.4 MW,Conventional Hydroelectric,5292d1fb-fd28-4f3b-86cc-ce3d040158de
-74.129999999600273,40.719699999855152,3139,Newark Bay Cogeneration Partnership LP,Newark Bay Cogeneration Partnership LP,IPP Non-CHP,Newark,Essex,New Jersey,7105,414-462 Avenue P,natural gas,120.2,Natural Gas = 120.2 MW,Natural Gas Fired Combined Cycle,b2ca6f2b-6d52-4575-aebd-74386dc1cff1
-118.35810000021479,35.052200000030041,3140,Windland,Windland Inc,IPP Non-CHP,Mojave,Kern,California,93501,10901 Cameron Road,wind,15.5,Wind = 15.5 MW,Onshore Wind Turbine,c66c7388-5d93-4f54-b12c-15caf8daab62
-122.234400000259768,38.01805599958476,3141,Phillips 66 Carbon Plant,Phillips 66 Company,Industrial CHP,Rodeo,Contra Costa,California,94572,2101 Franklin Canyon Rd,petroleum,17,Petroleum = 17 MW,Petroleum Coke,3d88f77c-9d03-4ceb-9eca-49249259bfe3
-91.211000000249783,30.476999999950067,3142,Port Allen (LA),Placid Refining  Co LLC,Industrial CHP,Port Allen,West Baton Rouge,Louisiana,70767,1940 Louisiana Highway 1 North,natural gas,7,Natural Gas = 7 MW,Natural Gas Fired Combustion Turbine,c4e02f85-462a-497a-9192-c382e3250ce9
-147.07598799974636,64.671410000271351,3143,Eielson AFB Central Heat & Power Plant,U S Air Force-Eielson AFB,Commercial CHP,Eielson AFB,Fairbanks North Star,Alaska,99702,2676 Industrail Ave,coal,27.4,"Coal = 20 MW, Petroleum = 7.4 MW","Conventional Steam Coal; Petroleum Liquids;",de69286e-4f56-435b-9a33-2a707fc62354
-119.703450999863719,36.997693999678404,3144,Friant Hydro Facility,Friant Power Authority,IPP Non-CHP,Friant,Fresno,California,93626,18015 Friant Rd,hydroelectric,30.3,Hydroelectric = 30.3 MW,Conventional Hydroelectric,7a2d8f5d-f927-4672-93eb-e9b1786e76a5
-89.896399999560288,44.31419999983018,3145,Georgia-Pacific Corp - Nekoosa Mill,Domtar Industries Inc,Industrial CHP,Nekoosa,Wood,Wisconsin,54457,301 Point Basse Ave,natural gas,35.1,"Biomass = 12.5 MW, Hydroelectric = 3.9 MW,Natural Gas = 18.7 MW","Wood/Wood Waste Biomass; Conventional Hydroelectric; Natural Gas Steam Turbine",fe67828d-f053-4685-b1ee-d2ca765dcbe5
-123.415599999640222,43.089499999925124,3146,Dillard Complex,Roseburg Forest Products Co,Industrial CHP,Dillard,Douglas,Oregon,97432,10525 Old Highway 99 South,biomass,51.5,Biomass = 51.5 MW,Wood/Wood Waste Biomass,5315fc22-6a59-4e7d-b2ed-4e460cc09059
-76.86811700009946,39.870935000050281,3147,P H Glatfelter,P H Glatfelter Co,Industrial CHP,Spring Grove,York,Pennsylvania,17362,228 S. Main Street,coal,89,"Biomass = 31.2 MW,Coal = 57.8 MW","Wood/Wood Waste Biomass; Conventional Steam Coal;",086af407-ea0a-42b6-83bb-e7b0dc75ec7a
-81.1242480000451,32.100353999937226,3148,International Paper Savanna Mill,International Paper Co,Industrial CHP,Savannah,Chatham,Georgia,31402,West Lathrop,biomass,153.9,"Biomass = 82.7 MW, Natural Gas = 71.2 MW","Wood/Wood Waste Biomass; Natural Gas Steam Turbine;",07b00364-eb41-47ac-9ae8-ed944fd76a7e
-120.149999999900047,38.18610000041474,3149,Sand Bar Power Plant,Tri-Dam Power Authority,IPP Non-CHP,Stanisluas Nat Forest,Tuolumne,California,95364,Forest Service Road,hydroelectric,15,Hydroelectric = 15 MW,Conventional Hydroelectric,c601e654-f849-49bb-8076-341126b53a97
-96.833300000294741,28.570700000104978,3150,BP Chemicals Green Lake Plant,INEOS Nitriles Greenlake,Industrial Non-CHP,Port Lavaca,Calhoun,Texas,77979,13050 State HWY 185,other,38.8,Other = 38.8 MW,All Other,87b0b829-be50-46c3-a0b9-2ca6e830c630
-69.647440999902187,44.703466999602426,3151,Somerset Plant,Sappi Fine Paper North America-Somerset,Industrial CHP,Skowhegan,Somerset,Maine,4976,1329 Waterville Rd,biomass,115,Biomass = 115 MW,Wood/Wood Waste Biomass,53ee38d2-a6bc-4c30-a3e8-dc7fd834385a
-88.051643000424122,30.736486999875183,3152,Mobile Energy Services LLC,DTE Energy Services,IPP CHP,Moble,Mobile,Alabama,36610,200 Bay Bridge Road,biomass,89.3,Biomass = 89.3 MW,Wood/Wood Waste Biomass,b763a791-29df-415c-92f2-0439c69e0060
-87.651399999910041,45.105800000269824,3153,Park Mill,N E W Hydro LLC,Industrial Non-CHP,Marinette,Marinette,Wisconsin,54143,3120 Riverside Avenue,hydroelectric,2.1,Hydroelectric = 2.1 MW,Conventional Hydroelectric,22963011-2b0c-4d9e-b74d-14b2690799d2
-87.637799999570291,45.106899999735276,3154,Menominee Mill Marinette,N E W Hydro LLC,Industrial Non-CHP,Menominee,Menominee,Michigan,49858,901 26th Street,hydroelectric,1.8,Hydroelectric = 1.8 MW,Conventional Hydroelectric,dda38db0-a596-4dcb-9265-51584209ca8d
-75.358800999766288,39.843742999739675,3155,Chester Operations,Kimberly-Clark Corp,Industrial CHP,Chester,Delaware,Pennsylvania,19013,Front & Ave of The States,petroleum,67,Petroleum = 67 MW,Petroleum Coke,819aee73-e9e2-4889-a578-9b40c39ae4c8
-74.187632999863013,40.739279999872167,3156,University of Medicine Dentistry NJ,University of M&D-New Jersey,Commercial CHP,Newark,Essex,New Jersey,7103,295 Norfolk Ave.,natural gas,10.2,Natural Gas = 10.2 MW,Natural Gas Fired Combustion Turbine,7de1f801-cb09-491e-ad3b-d25b51cae2ab
-92.432313000444594,44.026072000222712,3157,Olmsted Waste Energy,Olmsted County Public Works,Commercial CHP,Rochester,Olmsted,Minnesota,55906,301 Silver Creek Road NE,biomass,9,"Biomass = 7.7 MW, Petroleum = 1.3 MW","Municipal Solid Waste; Petroleum Liquids;",58ca035e-22df-4858-9d0b-a979f2ec9ed7
-71.600827000165907,43.283207999849367,3158,Penacook Upper Falls Hydro,Briar-Hydro Associates,IPP Non-CHP,Penacook,Merrimack,New Hampshire,3303,19 Crescent Street,hydroelectric,3.4,Hydroelectric = 3.4 MW,Conventional Hydroelectric,7a8a7ac4-a6c0-4d91-bb70-2d8697e1656f
-75.613099999665224,43.979999999800214,3159,Tannery Island Power,"Ampersand Tannery Island Hydro, LLC",IPP Non-CHP,Carthage,Jefferson,New York,13619,One Brown Street,hydroelectric,1,Hydroelectric = 1 MW,Conventional Hydroelectric,12ea7a72-49fc-4cc1-b0d1-d52d490f6e6b
-120.677489000317053,46.596412999660231,3160,Orchard Avenue 1,Yakima-Tieton Irrigation Dist,IPP Non-CHP,Yakima,Yakima,Washington,98908,12731 Orchard Ave,hydroelectric,1.6,Hydroelectric = 1.6 MW,Conventional Hydroelectric,27f4177a-5919-4b60-940c-45a1e877b376
-120.737193999903127,46.692628000282014,3161,Cowiche,Yakima-Tieton Irrigation Dist,IPP Non-CHP,Tieton,Yakima,Washington,98947,18968 Summitview Road,hydroelectric,1.6,Hydroelectric = 1.6 MW,Conventional Hydroelectric,2edb839c-5d86-46ad-8acd-3f9ea3ba9165
-92.162084999822866,46.734956999865688,3162,Duluth Paper Mill,Verso Corporation,Industrial CHP,Duluth,St Louis,Minnesota,55807,100 North Central Avenue,other,10.6,Other = 10.6 MW,All Other,89adabec-dda2-4132-b3eb-06bcf10e6161
-121.234732999628193,44.764842999804671,3163,Warm Springs Forest Products,Warm Springs Forest Prod Indst,Industrial CHP,Warm Springs,Jefferson,Oregon,97761,"Bldg 3270, Hwy 26",biomass,7.8,Biomass = 7.8 MW,Wood/Wood Waste Biomass,42dc5aec-1dd3-4df2-afd7-7cb381adf3bf
-73.87688799958147,40.8441139995615,3164,Bronx Zoo,New York Zoological Society,Commercial CHP,New York,Bronx,New York,10460,2300 Southern Blvd,natural gas,3.6,Natural Gas = 3.6 MW,Natural Gas Internal Combustion Engine,e2c63bf3-26fc-42ea-9153-0e64d9a39385
-83.734616999974548,42.281167000356845,3165,University of Michigan,University of Michigan,Commercial CHP,Ann Arbor,Washtenaw,Michigan,48104,1120 East Huron,natural gas,44.5,Natural Gas = 44.5 MW,Natural Gas Fired Combined Cycle,69821cf0-7a08-4487-b463-a6f1f2768d81
-85.485944000115467,42.950641999628658,3166,Ada Dam,STS HydroPower Ltd-Ada Dam,IPP Non-CHP,Ada,Kent,Michigan,49301,7510 Thornapple River Drive,hydroelectric,1.4,Hydroelectric = 1.4 MW,Conventional Hydroelectric,2cdc0959-4a66-475b-9cee-7a01b258376f
-106.374807999689381,39.252671999912934,3167,Sugarloaf Hydro Plant,STS Hydropower Ltd,IPP Non-CHP,Leadville,Lake,Colorado,80461,1099 County Road #48,hydroelectric,2.5,Hydroelectric = 2.5 MW,Conventional Hydroelectric,6e7c55b5-b1b6-4ab5-bf96-b75974d5dc23
-85.498880000411646,42.909408000179099,3168,Cascade Dam,STS HydroPower Ltd-Cascade Dam,IPP Non-CHP,Grand Rapids,Kent,Michigan,49506,3033 Thorncrest,hydroelectric,1.6,Hydroelectric = 1.6 MW,Conventional Hydroelectric,d17b3c7c-6ab0-4f0f-9fec-bff67c80effb
-83.440692000135641,42.214263999783839,3169,French Landing Dam,STS HydroPower Ltd-French LDam,IPP Non-CHP,Belleville,Wayne,Michigan,48111,12100 Haggerty Road,hydroelectric,1.6,Hydroelectric = 1.6 MW,Conventional Hydroelectric,180241b5-ab88-4048-a021-f9b3011738cc
-88.143900000184829,44.871900000384755,3170,Oconto Falls Lower,N E W Hydro LLC,Industrial Non-CHP,Oconto Falls,Oconto,Wisconsin,54154,106 East Central Avenue,hydroelectric,2,Hydroelectric = 2 MW,Conventional Hydroelectric,0ca65140-ebd2-402b-9f9c-af506d1b82ac
-70.353152000164641,43.684856999550959,3171,S D Warren Westbrook,S D Warren Co.- Westbrook,Industrial CHP,Westbrook,Cumberland,Maine,4098,89 Cumberland St,biomass,64.7,"Biomass = 56.3 MW, Hydroelectric = 8.4 MW","Wood/Wood Waste Biomass; Conventional Hydroelectric;",a4122f7d-bae1-4728-b17e-30d86eb67921
-78.077200000179801,42.654399999960106,3172,Indeck Silver Springs Energy Center,Indeck-Energy Serv Silver Spg,IPP CHP,Silver Springs,Wyoming,New York,14550,1 Indeck Drive,natural gas,49,Natural Gas = 49 MW,Natural Gas Fired Combined Cycle,a63e7685-8302-4e7a-837a-3ba13c59e4cd
-76.493474000224865,43.471744999632108,3173,Indeck Oswego Energy Center,Indeck-Oswego Ltd Partnership,IPP CHP,Oswego,Oswego,New York,13126,105 Mitchell St.,natural gas,47.9,Natural Gas = 47.9 MW,Natural Gas Fired Combined Cycle,350b4c9f-be75-4f0e-8c7d-d0a716c8bf4f
-78.918199999830108,42.967099999565391,3174,Indeck Yerkes Energy Center,Indeck-Yerkes Ltd Partnership,IPP CHP,Tonawanda,Erie,New York,14150,1 Sheridan Drive,natural gas,47.7,Natural Gas = 47.7 MW,Natural Gas Fired Combined Cycle,0e7b7dd5-0995-4d01-8b67-80a8f25287be
-84.504200000429648,39.175000000050034,3175,Procter & Gamble Cincinnati Plant,Procter & Gamble Co,Industrial CHP,Cincinnati,Hamilton,Ohio,45217,5201 Spring Grove Avenue,coal,11.7,Coal = 11.7 MW,Conventional Steam Coal,199755a4-34dc-45cb-b5d6-960529ef36d4
-73.812499999875058,43.25,3176,Indeck Corinth Energy Center,Indeck-Corinth Ltd Partnership,IPP CHP,Corinth,Saratoga,New York,12822,24 White Street,natural gas,131.1,Natural Gas = 131.1 MW,Natural Gas Fired Combined Cycle,ce9fbab6-1f55-462b-b46c-691239053cec
-84.481386999710253,45.637536999632857,3177,Cheboygan,Great Lakes Tissue Co,Industrial Non-CHP,Cheboygan,Cheboygan,Michigan,49721,437 S Main Street,hydroelectric,0.7,Hydroelectric = 0.7 MW,Conventional Hydroelectric,504d9d90-aa7e-43e9-af73-2ed2a56e023f
-76.043232999903012,41.574258999753113,3178,Procter & Gamble Mehoopany Mill,Procter & Gamble Ppr Prdts Co,Industrial CHP,Mehoopany,Wyoming,Pennsylvania,18629,Route 87,natural gas,104.9,Natural Gas = 104.9 MW,"Natural Gas Steam Turbine; Natural Gas Fired Combustion Turbine;",c4a337bf-f63c-4d1d-86e9-750d99ec6acd
-119.16670000040466,34.196,3179,Oxnard,Procter&Gamble Paper Products Co-Oxnard,Industrial CHP,Oxnard,Ventura,California,93030,800 North Rice Avenue,natural gas,70.9,Natural Gas = 70.9 MW,Natural Gas Fired Combustion Turbine,37f8a3c7-f225-4d4a-bfd1-eb3ca5d51f4b
-84.066700000404637,32.254400000060002,3180,Flint River Operations,Weyerhaeuser Co,Industrial CHP,Oglethorpe,Macon,Georgia,31068,2449 Stagecoach Road,biomass,77.1,Biomass = 77.1 MW,Wood/Wood Waste Biomass,621e67ae-96de-4ab5-a132-6c4199365bd1
-83.525299999695164,30.068800000319811,3181,Buckeye Florida LP,Buckeye Florida Ltd Partners,Industrial CHP,Perry,Taylor,Florida,32347,One Buckeye Drive,biomass,41.8,Biomass = 41.8 MW,Wood/Wood Waste Biomass,3e13fa58-e3b9-4daa-9c89-93914368f7f4
-77.802434999875288,35.960057999976755,3182,Rocky Mount Mill,Capitol Broadcasting Company Inc,Industrial Non-CHP,Rocky Mount,Nash,North Carolina,27804,1151 Falls Raod,hydroelectric,1.1,Hydroelectric = 1.1 MW,Conventional Hydroelectric,1f04b722-d35a-41fb-9374-cb352c886d6b
-79.005600000439642,43.083899999785217,3183,Covanta Niagara LP,Covanta Energy of Niagara LP,IPP CHP,Niagara Falls,Niagara,New York,14304,100 Energy Blvd & 56th St,biomass,36,Biomass = 36 MW,Municipal Solid Waste,054f385b-a289-467b-a083-222b9f07b21f
-82.864400000159833,30.45220000022988,3184,Swift Creek Chemical Complex,White Springs Agrici Chem Inc,Industrial CHP,White Springs,Hamilton,Florida,32096,15843 SE 78th St.,other,15.9,Other = 15.9 MW,All Other,6e7f95c1-df3e-4a4c-85ba-9135a7f91522
-97.595813000269686,27.811082999680764,3185,Corpus Christi,Equistar Chemicals LP,Industrial CHP,Corpus Christi,Nueces,Texas,78410,1501 McKenzie Road,natural gas,33,Natural Gas = 33 MW,Natural Gas Fired Combustion Turbine,ab6fcf8f-6586-4227-a7e7-35c6fe21f3e9
-89.734200000229805,45.443100000264849,3186,Packaging of America Tomahawk Mill,PCA-Tomahawk Mill,Industrial CHP,Tomahawk,Lincoln,Wisconsin,54487,N 9090 County Road E,natural gas,14.7,"Hydroelectric = 1.1 MW,Natural Gas = 13.6 MW","Conventional Hydroelectric; Natural Gas Steam Turbine;",2b9233d7-7253-492b-b61b-b869abf158d5
-79.356999999550283,37.53400000019991,3187,Georgia-Pacific Big Island,GP Big Island LLC,Industrial CHP,Big Island,Bedford,Virginia,24526,9363 Lee Jackson Highway,biomass,6.9,"Biomass = 6.5 MW, Hydroelectric = 0.4 MW","Wood/Wood Waste Biomass; Conventional Hydroelectric;",12358de6-e8d4-415d-bdf5-050c56a11cf9
-82.54309999966523,36.521899999985067,3188,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,Industrial CHP,Kingsport,Sullivan,Tennessee,37662,Eastman Road and Lincoln St,coal,194.3,Coal = 194.3 MW,Conventional Steam Coal,48fe0d5d-c428-4dbe-82d5-c8fb5f1a20ce
-80.937700000254779,26.735099999665294,3189,Clewiston Sugar House,United States Sugar Corp,Industrial CHP,Clewiston,Hendry,Florida,33440,1731 South WC Owen Avenue,biomass,55.6,Biomass = 55.6 MW,Other Waste Biomass,311ef307-c51f-4f8e-9fd7-501b814838e7
-116.536399999560274,33.960299999845176,3190,Altech III,"New Dimension Energy Company, LLC",IPP Non-CHP,North Palm Springs,Riverside,California,92258,19435 Ruppert Street,wind,25.1,Wind = 25.1 MW,Onshore Wind Turbine,109d0fc6-b7a0-45c4-9ff0-3baddcbcfc6b
-93.283099999964975,30.224199999930079,3191,PPG Powerhouse A,Eagle 2 US LLC,Industrial Non-CHP,Lake Charles,Calcasieu,Louisiana,70602,1300 PPG Drive,other,52.5,Other = 52.5 MW,All Other,4d5f289a-d1d7-4c90-bf14-f9185457447c
-93.283099999964975,30.224199999930079,3192,PPG Riverside,Eagle 2 US LLC,Industrial Non-CHP,Lake Charles,Calcasieu,Louisiana,70602,1300 PPG Drive,other,105,Other = 105 MW,All Other,24baa55f-6ef2-4dbb-a7d6-f349df277fa1
-93.283099999964975,30.224199999930079,3193,PPG Powerhouse C,Eagle 2 US LLC,Industrial CHP,Lake Charles,Calcasieu,Louisiana,70602,1300 PPG Drive,natural gas,303.2,Natural Gas = 303.2 MW,"Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;",24427018-01a1-4a43-9a80-8a5858d7e0bf
-93.283099999964975,30.224199999930079,3194,PPG Plant C Caustic,Eagle 2 US LLC,Industrial CHP,Lake Charles,Calcasieu,Louisiana,70602,1300 PPG Drive,natural gas,2.7,Natural Gas = 2.7 MW,Natural Gas Steam Turbine,a73548a0-150c-4b8c-86bc-420742f67a54
-80.854700000204787,39.747499999625347,3195,Axiall Natrium Plant,PPG Industries Inc Natrium,Industrial CHP,New Martinsville,Marshall,West Virginia,26155,PO Box 191,natural gas,123,Natural Gas = 123 MW,Natural Gas Steam Turbine,36a41dd2-6e3e-4de5-9a7b-28f1c765a6f8
-117.246698000012657,32.679172000387553,3196,Gas Utilization Facility,City of San Diego,Commercial CHP,San Diego,San Diego,California,92106,1902 Gatchell Road,biomass,5.6,"Biomass = 4.6 MW, Hydroelectric = 1 MW","Other Waste Biomass; Conventional Hydroelectric;",56831e51-20da-4a7b-a1ab-d54112ef3e2c
-119.046000000199797,35.50049999987516,3197,Double C,Double C Generation Limited Partnership,IPP Non-CHP,Bakersfield,Kern,California,93308,10245 Oilfield Road,natural gas,46,Natural Gas = 46 MW,Natural Gas Fired Combustion Turbine,72e7698d-24a2-4512-bb33-2040e47ed524
-119.040128000107075,35.516469999790729,3198,Kern Front,Kern Front Limited,IPP Non-CHP,Bakersfield,Kern,California,93308,12241 Oilfield Road,natural gas,46,Natural Gas = 46 MW,Natural Gas Fired Combustion Turbine,23ec8a82-81c7-4798-9fd5-48dfd45a5b9e
-119.030545999797994,35.509040999842341,3199,High Sierra,High Sierra Limited,IPP CHP,Bakersfield,Kern,California,93308,10600 Oilfield Road,natural gas,46,Natural Gas = 46 MW,Natural Gas Fired Combustion Turbine,db014dfe-56ff-420d-9797-14d23e63af8a
-74.112442000198087,40.655324999848915,3200,Bayonne Plant Holding LLC,"Morris Energy Operations Company, LLC",IPP CHP,Bayonne,Hudson,New Jersey,7002,10 Hook Road,natural gas,163,Natural Gas = 163 MW,Natural Gas Fired Combined Cycle,3e1b6bfb-916e-4aa1-aa18-e6f87961b36a
-72.692499999775123,41.763900000085016,3201,Capital District Energy Center,Maxim Power (USA) Inc,IPP CHP,Hartford,Hartford,Connecticut,6106,490 Capitol Avenue,natural gas,55.2,Natural Gas = 55.2 MW,Natural Gas Fired Combined Cycle,c40f982a-4bd4-43aa-b179-a50f30c40bf6
-76.779863999723773,35.376266000375665,3202,PCS Phosphate,PCS Phosphate,Industrial CHP,Aurora,Beaufort,North Carolina,27806,1530 NC HWY 306 South,other,54,Other = 54 MW,All Other,46f3cbbd-d828-48e5-8e73-c2101baabce8
-75.961156000149231,44.000607999559577,3203,Glen Park Hydroelectric Project,Northbrook New York LLC,IPP Non-CHP,Watertown,Jefferson,New York,13601,669 Main Street,hydroelectric,32.6,Hydroelectric = 32.6 MW,Conventional Hydroelectric,eb391750-7de0-4bae-85eb-3b6c122a6e70
-75.040000000299756,43.897385999564278,3204,Stillwater Reservoir Hydro,Stillwater Associates,IPP Non-CHP,Webb,Herkimer,New York,13350,Stillwater Dam,hydroelectric,2.5,Hydroelectric = 2.5 MW,Conventional Hydroelectric,6008aabc-ca5f-4984-88d8-12e0cc6463f7
-73.58407599980751,43.160867999558604,3205,Fort Miller Hydroelectric Facility,Fort Miller Associates,IPP Non-CHP,Northumberland,Saratoga,New York,12871,Harris Road,hydroelectric,5,Hydroelectric = 5 MW,Conventional Hydroelectric,4ae56773-20c0-4147-8ef8-7b73ad6910ec
-118.234721999720477,33.791666999732286,3206,Equilon Los Angeles Refining,Tesoro Refining and Marketing Company,Industrial CHP,Wilmington,Los Angeles,California,90748,2101 East Pacific Coast Hwy,other,65,Other = 65 MW,Other Gases,2ff3de45-69f3-45dc-a82d-afbd8e4632e0
-118.383300000394684,35.068599999990056,3207,Victory Garden (Tehachapi),Wind Stream Operations LLC,IPP Non-CHP,Tehachapi,Kern,California,93561,"19358 Jameson St.,",wind,21.1,Wind = 21.1 MW,Onshore Wind Turbine,b64e48d6-7ece-43dd-ac99-54315a510107
-116.61830000014487,33.936899999935122,3208,Painted Hills,H H Management LLC,IPP Non-CHP,Whitewater,Riverside,California,92282,60105 Westside Drive,wind,19,Wind = 19 MW,Onshore Wind Turbine,3b70075e-02c4-46f5-be44-945a74441859
-121.647500000324726,37.736100000414751,3209,Santa Clara (85C),"Sustainable Power Group, LLC",IPP Non-CHP,Livermore,Alameda,California,94550,10619 Altamont Pass Road,wind,18,Wind = 18 MW,Onshore Wind Turbine,592329bf-72a8-43f4-a7f3-feca07696dff
-116.676900000034948,33.946099999715273,3210,Mesa Wind Power Corp,Brookfield Energy Marketing LP,IPP Non-CHP,North Palm Springs,Riverside,California,92258,11001 Whitewater Canyon,wind,29.9,Wind = 29.9 MW,Onshore Wind Turbine,68061347-4d3d-437a-a0f8-46cd33b444ca
-118.246900000134872,35.26079999962036,3211,Sky River LLC,Sky River LLC,IPP Non-CHP,Tehachapi,Kern,California,93561,13000 Jameson Road,wind,76.9,Wind = 76.9 MW,Onshore Wind Turbine,c795b691-7670-4c91-b62d-e1b2642a69e6
-122.172797000381252,37.455314000340877,3212,SRI International Cogen Project,IPT SRI Cogeneration Inc,Commercial CHP,Menlo Park,San Mateo,California,94025,333 Ravenswood Ave. Bldg U,natural gas,5.6,Natural Gas = 5.6 MW,Natural Gas Fired Combustion Turbine,83afd70c-cb5c-4f52-a6ca-40af6d6aca2c
-72.09939999991002,44.170600000289824,3213,Boltonville Hydro Associates,Boltonville Hydro Associates,IPP Non-CHP,Boltonville,Orange,Vermont,5081,993 Whitelaw Road,hydroelectric,1.1,Hydroelectric = 1.1 MW,Conventional Hydroelectric,8dd8b274-307f-4a4f-bbc4-78d8da025c75
